Mon Dec 16 12:35:03 2019318;472;700;_
318;380;700;_
318;296;700;_
318;271;700;_
318;279;700;_
318;297;700;_
318;312;700;_
318;321;700;_
318;321;700;_
318;321;700;_
318;322;700;_
318;325;700;_
318;326;700;_
319;327;700;_
319;327;700;_
319;329;700;_
319;4;700;_
319;314;700;_
319;312;700;_
319;296;700;_
319;284;700;_
319;303;700;_
319;337;700;_
319;401;700;_
319;470;700;_
319;507;700;_
319;472;700;_
319;380;700;_
320;296;700;_
320;271;700;_
320;279;700;_
320;297;700;_
320;312;700;_
320;321;700;_
320;321;700;_
320;321;700;_
320;322;700;_
320;325;700;_
320;326;700;_
321;327;700;_
321;327;700;_
321;329;700;_
479;333;700;_
480;334;700;_
480;334;700;_
481;334;700;_
481;334;700;_
482;333;700;_
482;333;700;_
483;333;700;_
484;335;700;_
484;333;700;_
485;334;700;_
485;335;700;_
485;335;700;_
486;334;700;_
487;333;700;_
487;333;700;_
488;334;700;_
488;335;700;_
489;333;700;_
489;334;700;_
490;334;700;_
490;333;700;_
491;330;700;_
491;329;700;_
492;333;700;_
492;331;700;_
493;329;700;_
493;332;700;_
494;332;700;_
494;329;700;_
495;326;700;_
496;330;700;_
496;330;700;_
496;329;700;_
497;330;700;_
498;334;700;_
498;340;700;_
498;341;700;_
499;345;700;_
500;344;700;_
500;345;700;_
500;353;700;_
501;357;700;_
502;360;700;_
502;356;700;_
503;357;700;_
503;359;700;_
504;356;700;_
504;349;700;_
505;342;700;_
505;340;700;_
506;333;700;_
506;325;700;_
507;323;700;_
507;324;700;_
508;323;700;_
509;320;700;_
509;318;700;_
509;318;700;_
510;317;700;_
510;317;700;_
511;317;700;_
512;317;700;_
512;316;700;_
513;316;700;_
513;318;700;_
514;310;700;_
514;292;700;_
515;292;700;_
515;315;700;_
516;361;700;_
516;431;700;_
517;491;700;_
517;499;700;_
518;440;700;_
519;346;700;_
519;284;700;_
519;275;700;_
520;289;700;_
521;306;700;_
521;316;700;_
522;320;700;_
522;321;700;_
523;319;700;_
523;320;700;_
523;326;700;_
524;327;700;_
525;326;700;_
525;327;700;_
525;329;700;_
526;331;700;_
527;333;700;_
527;332;700;_
527;334;700;_
528;334;700;_
529;335;700;_
529;335;700;_
530;338;700;_
530;339;700;_
531;340;700;_
531;341;700;_
532;343;700;_
532;346;700;_
533;348;700;_
533;349;700;_
534;352;700;_
535;353;700;_
535;357;700;_
535;359;700;_
536;364;700;_
536;364;700;_
537;365;700;_
538;365;700;_
538;365;700;_
539;369;700;_
539;372;700;_
540;373;700;_
540;371;700;_
541;368;700;_
541;366;700;_
542;364;700;_
542;359;700;_
543;352;700;_
543;349;700;_
544;347;700;_
544;341;700;_
545;338;700;_
546;335;700;_
546;335;700;_
547;332;700;_
547;329;700;_
548;331;700;_
548;334;700;_
548;333;700;_
549;332;700;_
550;333;700;_
550;334;700;_
550;334;700;_
551;335;700;_
552;335;700;_
552;333;700;_
553;334;700;_
553;336;700;_
554;337;700;_
554;336;700;_
555;334;700;_
555;335;700;_
556;337;700;_
556;336;700;_
557;335;700;_
558;338;700;_
559;340;700;_
559;338;700;_
559;337;700;_
560;336;700;_
560;335;700;_
560;333;700;_
561;334;700;_
561;336;700;_
562;337;700;_
563;335;700;_
563;332;700;_
564;333;700;_
564;331;700;_
565;331;700;_
565;332;700;_
566;335;700;_
566;334;700;_
567;331;700;_
567;329;700;_
568;333;700;_
568;334;700;_
569;335;700;_
569;341;700;_
570;344;700;_
571;344;700;_
571;342;700;_
572;344;700;_
572;346;700;_
573;351;700;_
573;357;700;_
573;364;700;_
574;363;700;_
575;362;700;_
575;361;700;_
575;361;700;_
576;358;700;_
577;350;700;_
577;343;700;_
577;337;700;_
578;332;700;_
579;327;700;_
579;323;700;_
580;323;700;_
580;321;700;_
581;319;700;_
581;323;700;_
582;321;700;_
582;321;700;_
583;319;700;_
583;320;700;_
584;320;700;_
585;319;700;_
585;317;700;_
585;315;700;_
586;300;700;_
587;294;700;_
587;310;700;_
588;352;700;_
588;420;700;_
589;488;700;_
589;506;700;_
590;454;700;_
590;360;700;_
591;290;700;_
591;277;700;_
592;290;700;_
592;308;700;_
593;318;700;_
593;323;700;_
594;323;700;_
594;325;700;_
595;324;700;_
596;323;700;_
596;328;700;_
596;329;700;_
597;330;700;_
598;331;700;_
598;332;700;_
598;333;700;_
599;331;700;_
600;335;700;_
600;337;700;_
600;337;700;_
601;337;700;_
602;339;700;_
602;341;700;_
602;343;700;_
603;344;700;_
604;345;700;_
604;347;700;_
604;348;700;_
605;351;700;_
606;352;700;_
606;352;700;_
607;353;700;_
607;360;700;_
608;364;700;_
608;366;700;_
609;363;700;_
609;366;700;_
610;369;700;_
610;369;700;_
611;368;700;_
611;369;700;_
612;368;700;_
613;368;700;_
613;366;700;_
614;365;700;_
614;360;700;_
615;355;700;_
615;350;700;_
616;347;700;_
616;345;700;_
617;342;700;_
617;338;700;_
618;337;700;_
618;331;700;_
619;328;700;_
619;332;700;_
620;331;700;_
621;331;700;_
621;330;700;_
622;333;700;_
622;333;700;_
623;333;700;_
623;331;700;_
623;331;700;_
624;334;700;_
625;335;700;_
625;333;700;_
625;332;700;_
626;333;700;_
627;334;700;_
627;336;700;_
628;335;700;_
628;334;700;_
629;334;700;_
629;335;700;_
630;336;700;_
630;333;700;_
631;332;700;_
631;333;700;_
632;334;700;_
632;334;700;_
633;331;700;_
633;331;700;_
634;330;700;_
635;331;700;_
635;330;700;_
635;331;700;_
636;332;700;_
636;333;700;_
637;337;700;_
